mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_solver,param_learning_rate_init,param_hidden_layer_sizes,param_alpha,param_activation,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
2.256212854385376,1.1236854832020362,0.024713897705078126,0.0020921215867040267,sgd,0.001,"(100,)",0.01,logistic,"{'solver': 'sgd', 'learning_rate_init': 0.001, 'hidden_layer_sizes': (100,), 'alpha': 0.01, 'activation': 'logistic'}",0.6757369614512472,0.6808941506347846,0.6799375487900078,0.6794972505891594,0.6839692283782733,0.6800070279686945,0.002645153572356016,7
2.9025265693664553,1.354997248620492,0.04070868492126465,0.0037272102477385856,sgd,0.001,"(100, 50)",0.01,logistic,"{'solver': 'sgd', 'learning_rate_init': 0.001, 'hidden_layer_sizes': (100, 50), 'alpha': 0.01, 'activation': 'logistic'}",0.6757369614512472,0.6809968847352025,0.6804830541488119,0.6867245657568237,0.6839692283782733,0.6815821388940717,0.003684002152284408,1
18.383085107803346,26.281013951644475,0.05464668273925781,0.010002002731086297,adam,0.0001,"(100, 50)",0.01,tanh,"{'solver': 'adam', 'learning_rate_init': 0.0001, 'hidden_layer_sizes': (100, 50), 'alpha': 0.01, 'activation': 'tanh'}",0.6378116343490305,0.6626272826727257,0.5867905056759545,0.5493505051626513,0.5848819688598695,0.6042923793440462,0.040566465357676565,24
3.1482608318328857,1.9567834597272973,0.032366180419921876,0.0038468037320047205,sgd,0.001,"(100,)",0.001,logistic,"{'solver': 'sgd', 'learning_rate_init': 0.001, 'hidden_layer_sizes': (100,), 'alpha': 0.001, 'activation': 'logistic'}",0.6757369614512472,0.6808941506347846,0.6798344913732531,0.6630892429621069,0.6839692283782733,0.6767048149599331,0.007299830839183898,8
17.568132972717287,16.734969204813737,0.032103776931762695,0.009070750366876011,sgd,0.001,"(50, 50)",0.0001,relu,"{'solver': 'sgd', 'learning_rate_init': 0.001, 'hidden_layer_sizes': (50, 50), 'alpha': 0.0001, 'activation': 'relu'}",0.6345713782784721,0.6538926290350422,0.6302743096691881,0.6569621349969673,0.6287821482602117,0.6408965200479763,0.012054871281276195,15
13.330151557922363,11.536357341722566,0.056531095504760744,0.017024453715713088,sgd,0.001,"(50, 50)",0.001,tanh,"{'solver': 'sgd', 'learning_rate_init': 0.001, 'hidden_layer_sizes': (50, 50), 'alpha': 0.001, 'activation': 'tanh'}",0.6233669971277679,0.6316460305899491,0.5647797380668904,0.652832501532265,0.6227706545840163,0.6190791843801777,0.02924945880792747,21
7.533992004394531,3.372290395941069,0.04864792823791504,0.006473532412842711,adam,0.001,"(50, 50)",0.001,logistic,"{'solver': 'adam', 'learning_rate_init': 0.001, 'hidden_layer_sizes': (50, 50), 'alpha': 0.001, 'activation': 'logistic'}",0.6757369614512472,0.6377642422070942,0.5068192888455918,0.6836136096988658,0.6510263929618767,0.6309920990329351,0.06424522977439315,16
5.101885414123535,2.6439171765075495,0.025361394882202147,0.00451342801451392,sgd,0.0001,"(50,)",0.0001,tanh,"{'solver': 'sgd', 'learning_rate_init': 0.0001, 'hidden_layer_sizes': (50,), 'alpha': 0.0001, 'activation': 'tanh'}",0.45876486382815496,0.5452957869460816,0.5280358142137661,0.5180023228803716,0.5681630971993409,0.5236523770135431,0.03663650749115226,29
3.5852972507476806,1.3903599452173916,0.03934926986694336,0.006553180935093084,sgd,0.0001,"(50, 50)",0.01,logistic,"{'solver': 'sgd', 'learning_rate_init': 0.0001, 'hidden_layer_sizes': (50, 50), 'alpha': 0.01, 'activation': 'logistic'}",0.6757369614512472,0.6809968847352025,0.6804830541488119,0.6867245657568237,0.6839692283782733,0.6815821388940717,0.003684002152284408,1
9.661308860778808,9.184129192102823,0.05486330986022949,0.0069698290078211746,sgd,0.0001,"(100, 50)",0.01,tanh,"{'solver': 'sgd', 'learning_rate_init': 0.0001, 'hidden_layer_sizes': (100, 50), 'alpha': 0.01, 'activation': 'tanh'}",0.5453568357695615,0.5441144591372209,0.5643196365888912,0.5362381363244175,0.6267348429510592,0.56335278215423,0.03300724652440305,27
3.0743704319000242,1.4634503835108301,0.04167017936706543,0.00411454302059015,sgd,0.001,"(50, 50)",0.0001,logistic,"{'solver': 'sgd', 'learning_rate_init': 0.001, 'hidden_layer_sizes': (50, 50), 'alpha': 0.0001, 'activation': 'logistic'}",0.6757369614512472,0.6809968847352025,0.6804830541488119,0.6867245657568237,0.6839692283782733,0.6815821388940717,0.003684002152284408,1
10.835694408416748,8.28216239551449,0.027589035034179688,0.006132857231986793,adam,0.0001,"(100,)",0.001,relu,"{'solver': 'adam', 'learning_rate_init': 0.0001, 'hidden_layer_sizes': (100,), 'alpha': 0.001, 'activation': 'relu'}",0.623026498014957,0.6185804962492787,0.5796888141295207,0.644469525959368,0.6200759848030394,0.6171682638312328,0.020951545113122985,22
22.272193670272827,17.21843359448656,0.05644726753234863,0.004132578638260148,adam,0.01,"(100, 50)",0.001,logistic,"{'solver': 'adam', 'learning_rate_init': 0.01, 'hidden_layer_sizes': (100, 50), 'alpha': 0.001, 'activation': 'logistic'}",0.6479120879120879,0.6657751776013373,0.666444814198558,0.5874226804123712,0.6816727117559205,0.6498454943760551,0.032992756041508205,13
7.764681196212768,6.768342094180849,0.02829132080078125,0.00757372890863448,sgd,0.001,"(100,)",0.0001,relu,"{'solver': 'sgd', 'learning_rate_init': 0.001, 'hidden_layer_sizes': (100,), 'alpha': 0.0001, 'activation': 'relu'}",0.551392681594757,0.6365672310310848,0.5866805411030176,0.5717839742925261,0.6402367925374474,0.5973322441117666,0.03537456924449597,25
10.467222976684571,4.52855993683548,0.03565316200256348,0.00502838014624829,sgd,0.0001,"(100, 50)",0.01,relu,"{'solver': 'sgd', 'learning_rate_init': 0.0001, 'hidden_layer_sizes': (100, 50), 'alpha': 0.01, 'activation': 'relu'}",0.4766074555916938,0.5773110973852172,0.5984988790330441,0.573323808551893,0.5651387854939913,0.5581760052111678,0.04224559254669078,28
20.610825538635254,22.16274953740372,0.040704870223999025,0.007776545482704343,adam,0.001,"(100,)",0.001,logistic,"{'solver': 'adam', 'learning_rate_init': 0.001, 'hidden_layer_sizes': (100,), 'alpha': 0.001, 'activation': 'logistic'}",0.6717887154861945,0.6223434267444047,0.6249881595150137,0.633410907619144,0.6653899350994787,0.6435842288928472,0.020839692056826044,14
12.756148099899292,6.823189697502804,0.027689599990844728,0.00384747055970074,adam,0.01,"(50,)",0.001,logistic,"{'solver': 'adam', 'learning_rate_init': 0.01, 'hidden_layer_sizes': (50,), 'alpha': 0.001, 'activation': 'logistic'}",0.6757369614512472,0.6537615486141664,0.6364165212332752,0.6633720262038846,0.6570070708241567,0.6572588256653461,0.012849192225649664,10
15.7345365524292,11.265211267024318,0.035375452041625975,0.005162108181996435,adam,0.0001,"(100, 50)",0.0001,relu,"{'solver': 'adam', 'learning_rate_init': 0.0001, 'hidden_layer_sizes': (100, 50), 'alpha': 0.0001, 'activation': 'relu'}",0.6580623533355683,0.6086161349319245,0.6126018684158219,0.6247927435872427,0.6282901346192485,0.6264726469779611,0.017408551949305722,18
10.505069971084595,10.0386091297254,0.032700538635253906,0.004078178972955569,adam,0.01,"(100,)",0.0001,logistic,"{'solver': 'adam', 'learning_rate_init': 0.01, 'hidden_layer_sizes': (100,), 'alpha': 0.0001, 'activation': 'logistic'}",0.6757369614512472,0.6537653239929948,0.5571725571725571,0.6859344894026975,0.6870436052576674,0.6519305874554329,0.048863858568272064,11
21.60521306991577,23.063281347157357,0.06550636291503906,0.05184962280249912,adam,0.0001,"(100, 50)",0.01,relu,"{'solver': 'adam', 'learning_rate_init': 0.0001, 'hidden_layer_sizes': (100, 50), 'alpha': 0.01, 'activation': 'relu'}",0.6592487241696644,0.5956375838926175,0.6239511823035852,0.5846862888865612,0.6423991318930651,0.6211845822290987,0.027897543390093236,20
4.435254764556885,1.7390433616408663,0.05408806800842285,0.008159606607172853,adam,0.0001,"(100, 50)",0.001,logistic,"{'solver': 'adam', 'learning_rate_init': 0.0001, 'hidden_layer_sizes': (100, 50), 'alpha': 0.001, 'activation': 'logistic'}",0.6757369614512472,0.6809968847352025,0.6804830541488119,0.6867245657568237,0.6839692283782733,0.6815821388940717,0.003684002152284408,1
25.474656343460083,15.015366014684796,0.05656323432922363,0.006577918712693663,adam,0.01,"(100, 50)",0.01,tanh,"{'solver': 'adam', 'learning_rate_init': 0.01, 'hidden_layer_sizes': (100, 50), 'alpha': 0.01, 'activation': 'tanh'}",0.5749464668094219,0.627991452991453,0.6660771526472864,0.7038949860124812,0.6793609104836944,0.6504541937888675,0.04503684035273483,12
5.912221050262451,5.299386814942159,0.04044299125671387,0.004904184884056245,sgd,0.0001,"(100,)",0.0001,tanh,"{'solver': 'sgd', 'learning_rate_init': 0.0001, 'hidden_layer_sizes': (100,), 'alpha': 0.0001, 'activation': 'tanh'}",0.5926369350493865,0.550474547023296,0.5634138416549335,0.6173829990448902,0.5796863790099416,0.5807189403564894,0.023244559574680333,26
3.9216182231903076,2.125211122525434,0.021826982498168945,0.0047015758531202875,sgd,0.0001,"(50,)",0.001,relu,"{'solver': 'sgd', 'learning_rate_init': 0.0001, 'hidden_layer_sizes': (50,), 'alpha': 0.001, 'activation': 'relu'}",0.2750301568154403,0.33776387802971075,0.49916805324459235,0.5311579424427827,0.18009478672985785,0.36464296345247676,0.1331429366432129,30
22.005203342437746,16.421154501931813,0.04465594291687012,0.009169384252807635,adam,0.001,"(100,)",0.001,tanh,"{'solver': 'adam', 'learning_rate_init': 0.001, 'hidden_layer_sizes': (100,), 'alpha': 0.001, 'activation': 'tanh'}",0.6738908519827247,0.6409852764144828,0.6570759451321512,0.679122664500406,0.6762008733624455,0.6654551222784421,0.014438963803868297,9
12.741662406921387,17.895324418169825,0.028289985656738282,0.008541115071419548,adam,0.001,"(50,)",0.0001,logistic,"{'solver': 'adam', 'learning_rate_init': 0.001, 'hidden_layer_sizes': (50,), 'alpha': 0.0001, 'activation': 'logistic'}",0.6757369614512472,0.5815336463223787,0.5886459295760188,0.5622498647917794,0.6287207452851624,0.6073774294853174,0.04045696491860801,23
4.490542602539063,1.9011405044137137,0.0562347412109375,0.002192319716167734,sgd,0.01,"(50, 50)",0.0001,logistic,"{'solver': 'sgd', 'learning_rate_init': 0.01, 'hidden_layer_sizes': (50, 50), 'alpha': 0.0001, 'activation': 'logistic'}",0.6757369614512472,0.6809968847352025,0.6804830541488119,0.6867245657568237,0.6839692283782733,0.6815821388940717,0.003684002152284408,1
19.875639247894288,11.8738454561213,0.029508113861083984,0.006630633548637812,adam,0.01,"(50, 50)",0.0001,relu,"{'solver': 'adam', 'learning_rate_init': 0.01, 'hidden_layer_sizes': (50, 50), 'alpha': 0.0001, 'activation': 'relu'}",0.5886259858862598,0.5939710523451953,0.626674570243035,0.6688563049853372,0.6637116528636418,0.6283679132646938,0.03362713795855827,17
12.078415775299073,8.323614022246689,0.03631296157836914,0.012005828393139035,sgd,0.001,"(100, 50)",0.001,relu,"{'solver': 'sgd', 'learning_rate_init': 0.001, 'hidden_layer_sizes': (100, 50), 'alpha': 0.001, 'activation': 'relu'}",0.6511941936028357,0.5812838044698438,0.6121569729324716,0.6391249322003254,0.6462415390096188,0.6260002884430191,0.026107082099329708,19
3.065517950057983,1.0589335095441,0.04137973785400391,0.009699633641468898,sgd,0.0001,"(100,)",0.01,logistic,"{'solver': 'sgd', 'learning_rate_init': 0.0001, 'hidden_layer_sizes': (100,), 'alpha': 0.01, 'activation': 'logistic'}",0.6750136943422803,0.6809968847352025,0.680380239987533,0.685736494364555,0.6839692283782733,0.6812193083615689,0.0036668837681636227,6
